target,x_m,y_m,true_contact_time_s,true_contact_idx,contact_phase,sampling_spacing_m,tolerance_m,max_boundary_points,warmup_ignore_s
B1300,26.981705,35.647121,17.900000,896,EXIT,0.100000,0.050000,2000,2.000000
B1301,23.973195,34.820521,17.860000,894,EXIT,0.100000,0.050000,2000,2.000000
B1302,21.890380,34.248259,17.820000,892,EXIT,0.100000,0.050000,2000,2.000000
B1303,29.028081,36.179250,18.000000,901,EXIT,0.100000,0.050000,2000,2.000000
B1304,27.407162,35.737637,17.940000,898,EXIT,0.100000,0.050000,2000,2.000000
B1305,25.245937,35.148819,17.920000,897,EXIT,0.100000,0.050000,2000,2.000000
B1306,23.393459,34.644118,17.900000,896,EXIT,0.100000,0.050000,2000,2.000000
B1307,20.074435,33.739862,17.800000,891,EXIT,0.100000,0.050000,2000,2.000000
B1308,27.910240,35.847606,17.980000,900,EXIT,0.100000,0.050000,2000,2.000000
B1309,26.056688,35.346859,17.960000,899,EXIT,0.100000,0.050000,2000,2.000000
B1310,22.735742,34.449689,17.920000,897,EXIT,0.100000,0.050000,2000,2.000000
B1311,29.263815,36.183554,18.080000,905,EXIT,0.100000,0.050000,2000,2.000000
B1312,27.950134,35.831644,18.020000,902,EXIT,0.100000,0.050000,2000,2.000000
B1313,26.481901,35.438334,18.000000,901,EXIT,0.100000,0.050000,2000,2.000000
B1314,23.468160,34.631013,17.960000,899,EXIT,0.100000,0.050000,2000,2.000000
B1315,19.758941,33.637387,17.860000,894,EXIT,0.100000,0.050000,2000,2.000000
B1316,28.840473,36.041841,18.060000,904,EXIT,0.100000,0.050000,2000,2.000000
B1317,26.984820,35.548939,18.040000,903,EXIT,0.100000,0.050000,2000,2.000000
B1318,24.665253,34.932813,18.020000,902,EXIT,0.100000,0.050000,2000,2.000000
B1319,20.953947,33.947010,17.940000,898,EXIT,0.100000,0.050000,2000,2.000000
B1320,29.344886,36.146837,18.100000,906,EXIT,0.100000,0.050000,2000,2.000000
B1321,27.797651,35.739327,18.080000,905,EXIT,0.100000,0.050000,2000,2.000000
B1322,25.476798,35.128063,18.060000,904,EXIT,0.100000,0.050000,2000,2.000000
B1323,22.072881,34.231542,18.020000,902,EXIT,0.100000,0.050000,2000,2.000000
B1324,29.462720,36.149079,18.140000,908,EXIT,0.100000,0.050000,2000,2.000000
B1325,27.914640,35.744793,18.120000,907,EXIT,0.100000,0.050000,2000,2.000000
B1326,26.366559,35.340507,18.120000,907,EXIT,0.100000,0.050000,2000,2.000000
B1327,22.186742,34.248935,18.060000,904,EXIT,0.100000,0.050000,2000,2.000000
B1328,29.735462,36.191364,18.240000,913,EXIT,0.100000,0.050000,2000,2.000000
B1329,26.869971,35.449365,18.160000,909,EXIT,0.100000,0.050000,2000,2.000000
B1330,24.933829,34.948014,18.140000,908,EXIT,0.100000,0.050000,2000,2.000000
B1331,23.384915,34.546934,18.120000,907,EXIT,0.100000,0.050000,2000,2.000000
B1332,18.350945,33.243421,17.840000,893,EXIT,0.100000,0.050000,2000,2.000000
B1333,29.233516,36.034002,18.220000,912,EXIT,0.100000,0.050000,2000,2.000000
B1334,27.683780,35.636109,18.200000,911,EXIT,0.100000,0.050000,2000,2.000000
B1335,21.872271,34.144008,18.120000,907,EXIT,0.100000,0.050000,2000,2.000000
B1336,29.738790,36.135686,18.260000,914,EXIT,0.100000,0.050000,2000,2.000000
B1337,28.575881,35.839643,18.240000,913,EXIT,0.100000,0.050000,2000,2.000000
B1338,26.637699,35.346237,18.240000,913,EXIT,0.100000,0.050000,2000,2.000000
B1339,23.459080,34.537051,18.200000,911,EXIT,0.100000,0.050000,2000,2.000000
B1340,30.089349,36.196572,18.360000,919,EXIT,0.100000,0.050000,2000,2.000000
B1341,28.693139,35.844155,18.280000,915,EXIT,0.100000,0.050000,2000,2.000000
B1342,26.676391,35.335108,18.280000,915,EXIT,0.100000,0.050000,2000,2.000000
B1343,23.961538,34.649853,18.240000,913,EXIT,0.100000,0.050000,2000,2.000000
B1344,30.207339,36.198191,18.400000,921,EXIT,0.100000,0.050000,2000,2.000000
B1345,27.956748,35.634950,18.320000,917,EXIT,0.100000,0.050000,2000,2.000000
B1346,26.016584,35.149397,18.300000,916,EXIT,0.100000,0.050000,2000,2.000000
B1347,23.610780,34.547312,18.260000,914,EXIT,0.100000,0.050000,2000,2.000000
B1348,30.325344,36.199754,18.440000,923,EXIT,0.100000,0.050000,2000,2.000000
B1349,28.461855,35.737360,18.360000,919,EXIT,0.100000,0.050000,2000,2.000000
B1350,26.054848,35.140101,18.340000,918,EXIT,0.100000,0.050000,2000,2.000000
B1351,20.852608,33.849251,18.200000,911,EXIT,0.100000,0.050000,2000,2.000000
B1352,28.967374,35.838141,18.400000,921,EXIT,0.100000,0.050000,2000,2.000000
B1353,26.481498,35.226568,18.380000,920,EXIT,0.100000,0.050000,2000,2.000000
B1354,22.908051,34.347432,18.320000,917,EXIT,0.100000,0.050000,2000,2.000000
B1355,30.561395,36.202717,18.520000,927,EXIT,0.100000,0.050000,2000,2.000000
B1356,29.084690,35.842519,18.440000,923,EXIT,0.100000,0.050000,2000,2.000000
B1357,27.063936,35.349616,18.420000,922,EXIT,0.100000,0.050000,2000,2.000000
B1358,24.965461,34.837755,18.400000,921,EXIT,0.100000,0.050000,2000,2.000000
B1359,20.069018,33.643413,18.220000,912,EXIT,0.100000,0.050000,2000,2.000000
B1360,29.590823,35.940851,18.480000,925,EXIT,0.100000,0.050000,2000,2.000000
B1361,26.713760,35.245070,18.460000,924,EXIT,0.100000,0.050000,2000,2.000000
B1362,22.981355,34.342435,18.400000,921,EXIT,0.100000,0.050000,2000,2.000000
B1363,30.486321,36.130859,18.540000,928,EXIT,0.100000,0.050000,2000,2.000000
B1364,28.463649,35.645884,18.520000,927,EXIT,0.100000,0.050000,2000,2.000000
B1365,26.363183,35.142256,18.500000,926,EXIT,0.100000,0.050000,2000,2.000000
B1366,24.262717,34.638628,18.460000,924,EXIT,0.100000,0.050000,2000,2.000000
B1367,30.915574,36.206771,18.640000,933,EXIT,0.100000,0.050000,2000,2.000000
B1368,28.969796,35.744226,18.560000,929,EXIT,0.100000,0.050000,2000,2.000000
B1369,25.623058,34.948648,18.520000,927,EXIT,0.100000,0.050000,2000,2.000000
B1370,22.665476,34.245579,18.460000,924,EXIT,0.100000,0.050000,2000,2.000000
B1371,30.722194,36.134617,18.620000,932,EXIT,0.100000,0.050000,2000,2.000000
B1372,28.619794,35.639122,18.600000,931,EXIT,0.100000,0.050000,2000,2.000000
B1373,26.050195,35.033516,18.560000,929,EXIT,0.100000,0.050000,2000,2.000000
B1374,31.151761,36.209227,18.720000,937,EXIT,0.100000,0.050000,2000,2.000000
B1375,29.983236,35.936191,18.640000,933,EXIT,0.100000,0.050000,2000,2.000000
B1376,27.022972,35.244498,18.620000,932,EXIT,0.100000,0.050000,2000,2.000000
B1377,22.270970,34.134149,18.500000,926,EXIT,0.100000,0.050000,2000,2.000000
B1378,30.880193,36.120114,18.700000,936,EXIT,0.100000,0.050000,2000,2.000000
B1379,28.775917,35.632652,18.680000,935,EXIT,0.100000,0.050000,2000,2.000000
B1380,25.814342,34.946594,18.640000,933,EXIT,0.100000,0.050000,2000,2.000000
B1381,22.774831,34.242482,18.560000,929,EXIT,0.100000,0.050000,2000,2.000000
B1382,29.750627,35.835454,18.720000,937,EXIT,0.100000,0.050000,2000,2.000000
B1383,28.035284,35.441505,18.700000,936,EXIT,0.100000,0.050000,2000,2.000000
B1384,25.384298,34.832675,18.680000,935,EXIT,0.100000,0.050000,2000,2.000000
B1385,19.770446,33.543386,18.360000,919,EXIT,0.100000,0.050000,2000,2.000000
B1386,29.868064,35.839597,18.760000,939,EXIT,0.100000,0.050000,2000,2.000000
B1387,26.825921,35.146943,18.740000,938,EXIT,0.100000,0.050000,2000,2.000000
B1388,22.379713,34.134604,18.620000,932,EXIT,0.100000,0.050000,2000,2.000000
B1389,30.453744,35.949365,18.800000,941,EXIT,0.100000,0.050000,2000,2.000000
B1390,28.658901,35.544224,18.780000,940,EXIT,0.100000,0.050000,2000,2.000000
B1391,25.069215,34.733942,18.740000,938,EXIT,0.100000,0.050000,2000,2.000000
B1392,19.372540,33.448061,18.300000,916,EXIT,0.100000,0.050000,2000,2.000000
B1393,30.103007,35.847693,18.840000,943,EXIT,0.100000,0.050000,2000,2.000000
B1394,27.370587,35.236235,18.820000,942,EXIT,0.100000,0.050000,2000,2.000000
B1395,23.779406,34.432605,18.740000,938,EXIT,0.100000,0.050000,2000,2.000000
B1396,31.782536,36.198180,18.920000,947,EXIT,0.100000,0.050000,2000,2.000000
B1397,29.673805,35.730363,18.880000,945,EXIT,0.100000,0.050000,2000,2.000000
B1398,27.486973,35.245219,18.860000,944,EXIT,0.100000,0.050000,2000,2.000000
B1399,23.894320,34.448198,18.780000,940,EXIT,0.100000,0.050000,2000,2.000000
B1400,31.588166,36.130485,18.920000,947,EXIT,0.100000,0.050000,2000,2.000000
B1401,29.400450,35.649339,18.920000,947,EXIT,0.100000,0.050000,2000,2.000000
B1402,26.665806,35.047906,18.880000,945,EXIT,0.100000,0.050000,2000,2.000000
B1403,23.462366,34.343370,18.800000,941,EXIT,0.100000,0.050000,2000,2.000000
B1404,30.846413,35.944590,18.960000,949,EXIT,0.100000,0.050000,2000,2.000000
B1405,27.641700,35.245869,18.920000,947,EXIT,0.100000,0.050000,2000,2.000000
B1406,22.561056,34.138141,18.780000,940,EXIT,0.100000,0.050000,2000,2.000000
B1407,30.885946,35.930763,19.000000,951,EXIT,0.100000,0.050000,2000,2.000000
B1408,29.087477,35.542038,18.980000,950,EXIT,0.100000,0.050000,2000,2.000000
B1409,25.412343,34.747688,18.920000,947,EXIT,0.100000,0.050000,2000,2.000000
B1410,31.942357,36.135056,19.040000,953,EXIT,0.100000,0.050000,2000,2.000000
B1411,28.735154,35.447852,19.020000,952,EXIT,0.100000,0.050000,2000,2.000000
B1412,26.857767,35.045586,19.000000,951,EXIT,0.100000,0.050000,2000,2.000000
B1413,22.164300,34.039921,18.820000,942,EXIT,0.100000,0.050000,2000,2.000000
B1414,31.590926,36.036762,19.080000,955,EXIT,0.100000,0.050000,2000,2.000000
B1415,28.773777,35.438370,19.060000,954,EXIT,0.100000,0.050000,2000,2.000000
B1416,22.669955,34.141853,18.880000,945,EXIT,0.100000,0.050000,2000,2.000000
B1417,31.239159,35.940086,19.120000,957,EXIT,0.100000,0.050000,2000,2.000000
B1418,29.282075,35.527989,19.100000,956,EXIT,0.100000,0.050000,2000,2.000000
B1419,27.481558,35.148860,19.080000,955,EXIT,0.100000,0.050000,2000,2.000000
B1420,23.175974,34.242248,18.940000,948,EXIT,0.100000,0.050000,2000,2.000000
B1421,31.826809,36.041169,19.160000,959,EXIT,0.100000,0.050000,2000,2.000000
B1422,29.947318,35.648850,19.140000,958,EXIT,0.100000,0.050000,2000,2.000000
B1423,24.152222,34.439200,19.020000,952,EXIT,0.100000,0.050000,2000,2.000000
B1424,31.944777,36.043305,19.200000,961,EXIT,0.100000,0.050000,2000,2.000000
B1425,29.516223,35.540786,19.180000,960,EXIT,0.100000,0.050000,2000,2.000000
B1426,27.087669,35.038266,19.140000,958,EXIT,0.100000,0.050000,2000,2.000000
B1427,32.924813,36.222220,19.320000,967,EXIT,0.100000,0.050000,2000,2.000000
B1428,30.573763,35.739974,19.220000,962,EXIT,0.100000,0.050000,2000,2.000000
B1429,27.203924,35.048753,19.180000,960,EXIT,0.100000,0.050000,2000,2.000000
B1430,20.856088,33.746687,18.760000,939,EXIT,0.100000,0.050000,2000,2.000000
B1431,31.161617,35.840219,19.280000,965,EXIT,0.100000,0.050000,2000,2.000000
B1432,29.201722,35.441710,19.260000,964,EXIT,0.100000,0.050000,2000,2.000000
B1433,25.281931,34.644690,19.180000,960,EXIT,0.100000,0.050000,2000,2.000000
B1434,33.083009,36.207518,19.360000,969,EXIT,0.100000,0.050000,2000,2.000000
B1435,30.808746,35.749121,19.300000,966,EXIT,0.100000,0.050000,2000,2.000000
B1436,28.299215,35.243303,19.280000,965,EXIT,0.100000,0.050000,2000,2.000000
B1437,21.868540,33.947145,18.980000,950,EXIT,0.100000,0.050000,2000,2.000000
B1438,31.396972,35.847650,19.340000,968,EXIT,0.100000,0.050000,2000,2.000000
B1439,27.866745,35.142315,19.300000,966,EXIT,0.100000,0.050000,2000,2.000000
B1440,23.865821,34.342935,19.180000,960,EXIT,0.100000,0.050000,2000,2.000000
B1441,32.377915,36.022251,19.400000,971,EXIT,0.100000,0.050000,2000,2.000000
B1442,29.474314,35.447184,19.360000,969,EXIT,0.100000,0.050000,2000,2.000000
B1443,25.942908,34.747780,19.300000,966,EXIT,0.100000,0.050000,2000,2.000000
B1444,32.574433,36.039805,19.440000,973,EXIT,0.100000,0.050000,2000,2.000000
B1445,30.062385,35.546639,19.420000,972,EXIT,0.100000,0.050000,2000,2.000000
B1446,26.451315,34.837713,19.340000,968,EXIT,0.100000,0.050000,2000,2.000000
B1447,32.692492,36.041777,19.480000,975,EXIT,0.100000,0.050000,2000,2.000000
B1448,29.080253,35.338830,19.440000,973,EXIT,0.100000,0.050000,2000,2.000000
B1449,25.468015,34.635883,19.360000,969,EXIT,0.100000,0.050000,2000,2.000000
B1450,33.360430,36.149776,19.520000,977,EXIT,0.100000,0.050000,2000,2.000000
B1451,31.789392,35.846728,19.500000,976,EXIT,0.100000,0.050000,2000,2.000000
B1452,29.197178,35.346700,19.480000,975,EXIT,0.100000,0.050000,2000,2.000000
B1453,24.484062,34.437558,19.340000,968,EXIT,0.100000,0.050000,2000,2.000000
B1454,31.357127,35.745118,19.540000,978,EXIT,0.100000,0.050000,2000,2.000000
B1455,28.685525,35.234296,19.500000,976,EXIT,0.100000,0.050000,2000,2.000000
B1456,33.989976,36.226218,19.680000,985,EXIT,0.100000,0.050000,2000,2.000000
B1457,31.474751,35.749518,19.580000,980,EXIT,0.100000,0.050000,2000,2.000000
B1458,28.252118,35.138746,19.540000,978,EXIT,0.100000,0.050000,2000,2.000000
B1459,24.086277,34.349212,19.380000,970,EXIT,0.100000,0.050000,2000,2.000000
B1460,33.086266,36.034500,19.640000,983,EXIT,0.100000,0.050000,2000,2.000000
B1461,30.491653,35.547076,19.600000,981,EXIT,0.100000,0.050000,2000,2.000000
B1462,23.572684,34.247276,19.360000,969,EXIT,0.100000,0.050000,2000,2.000000
B1463,32.181957,35.846020,19.660000,984,EXIT,0.100000,0.050000,2000,2.000000
B1464,28.957384,35.245579,19.620000,982,EXIT,0.100000,0.050000,2000,2.000000
B1465,25.182274,34.542623,19.500000,976,EXIT,0.100000,0.050000,2000,2.000000
B1466,32.771817,35.936628,19.700000,986,EXIT,0.100000,0.050000,2000,2.000000
B1467,30.096995,35.442939,19.680000,985,EXIT,0.100000,0.050000,2000,2.000000
B1468,34.463686,36.227253,19.840000,993,EXIT,0.100000,0.050000,2000,2.000000
B1469,31.788091,35.737773,19.740000,988,EXIT,0.100000,0.050000,2000,2.000000
B1470,29.112496,35.248292,19.700000,986,EXIT,0.100000,0.050000,2000,2.000000
B1471,26.358207,34.744415,19.620000,982,EXIT,0.100000,0.050000,2000,2.000000
B1472,33.558829,36.041891,19.780000,990,EXIT,0.100000,0.050000,2000,2.000000
B1473,31.905786,35.742146,19.780000,990,EXIT,0.100000,0.050000,2000,2.000000
B1474,29.150713,35.242571,19.740000,988,EXIT,0.100000,0.050000,2000,2.000000
B1475,32.574673,35.845526,19.820000,992,EXIT,0.100000,0.050000,2000,2.000000
B1476,28.086585,35.038887,19.740000,988,EXIT,0.100000,0.050000,2000,2.000000
B1477,22.574898,34.048278,19.320000,967,EXIT,0.100000,0.050000,2000,2.000000
B1478,32.692566,35.848943,19.860000,994,EXIT,0.100000,0.050000,2000,2.000000
B1479,29.305883,35.245636,19.820000,992,EXIT,0.100000,0.050000,2000,2.000000
B1480,26.470521,34.740542,19.740000,988,EXIT,0.100000,0.050000,2000,2.000000
B1481,34.386108,36.130516,19.920000,997,EXIT,0.100000,0.050000,2000,2.000000
B1482,31.628759,35.643662,19.880000,995,EXIT,0.100000,0.050000,2000,2.000000
B1483,25.956498,34.642134,19.740000,988,EXIT,0.100000,0.050000,2000,2.000000
B1484,34.031647,36.048707,19.940000,998,EXIT,0.100000,0.050000,2000,2.000000
B1485,30.012725,35.345383,19.900000,996,EXIT,0.100000,0.050000,2000,2.000000
B1486,23.156917,34.145594,19.480000,975,EXIT,0.100000,0.050000,2000,2.000000
B1487,32.967545,35.845244,19.980000,1000,EXIT,0.100000,0.050000,2000,2.000000
B1488,30.681677,35.448753,19.940000,998,EXIT,0.100000,0.050000,2000,2.000000
B1489,25.479355,34.546394,19.780000,990,EXIT,0.100000,0.050000,2000,2.000000
B1490,33.085499,35.848595,20.020000,1002,EXIT,0.100000,0.050000,2000,2.000000
B1491,28.985643,35.143767,19.940000,998,EXIT,0.100000,0.050000,2000,2.000000
B1492,35.411647,36.228151,20.160000,1009,EXIT,0.100000,0.050000,2000,2.000000
B1493,32.572566,35.744400,20.040000,1003,EXIT,0.100000,0.050000,2000,2.000000
B1494,28.471670,35.045649,19.980000,1000,EXIT,0.100000,0.050000,2000,2.000000
B1495,35.056894,36.148234,20.100000,1006,EXIT,0.100000,0.050000,2000,2.000000
B1496,32.690402,35.748589,20.080000,1005,EXIT,0.100000,0.050000,2000,2.000000
B1497,30.323910,35.348944,20.060000,1004,EXIT,0.100000,0.050000,2000,2.000000
B1498,24.959862,34.443081,19.820000,992,EXIT,0.100000,0.050000,2000,2.000000
B1499,33.281675,35.831965,20.120000,1007,EXIT,0.100000,0.050000,2000,2.000000
B1500,27.363993,34.841489,20.000000,1001,EXIT,0.100000,0.050000,2000,2.000000
B1501,34.662413,36.044838,20.180000,1010,EXIT,0.100000,0.050000,2000,2.000000
B1502,31.663397,35.547341,20.140000,1008,EXIT,0.100000,0.050000,2000,2.000000
B1503,35.885891,36.228077,20.320000,1017,EXIT,0.100000,0.050000,2000,2.000000
B1504,32.333581,35.644044,20.200000,1011,EXIT,0.100000,0.050000,2000,2.000000
B1505,28.070809,34.943204,20.100000,1006,EXIT,0.100000,0.050000,2000,2.000000
B1506,35.372809,36.125082,20.260000,1014,EXIT,0.100000,0.050000,2000,2.000000
B1507,32.451338,35.649046,20.240000,1013,EXIT,0.100000,0.050000,2000,2.000000
B1508,29.371951,35.147277,20.180000,1010,EXIT,0.100000,0.050000,2000,2.000000
B1509,35.570239,36.138644,20.300000,1016,EXIT,0.100000,0.050000,2000,2.000000
B1510,33.121958,35.743269,20.280000,1015,EXIT,0.100000,0.050000,2000,2.000000
B1511,28.778234,35.041798,20.200000,1011,EXIT,0.100000,0.050000,2000,2.000000
B1512,35.056765,36.038171,20.340000,1018,EXIT,0.100000,0.050000,2000,2.000000
B1513,31.975974,35.545093,20.300000,1016,EXIT,0.100000,0.050000,2000,2.000000
B1514,36.360304,36.227692,20.480000,1025,EXIT,0.100000,0.050000,2000,2.000000
B1515,31.382535,35.438124,20.320000,1017,EXIT,0.100000,0.050000,2000,2.000000
B1516,28.301059,34.949343,20.240000,1013,EXIT,0.100000,0.050000,2000,2.000000
B1517,35.925727,36.140586,20.420000,1022,EXIT,0.100000,0.050000,2000,2.000000
B1518,33.396784,35.743035,20.400000,1021,EXIT,0.100000,0.050000,2000,2.000000
B1519,30.867841,35.345484,20.360000,1019,EXIT,0.100000,0.050000,2000,2.000000
B1520,36.044248,36.141187,20.460000,1024,EXIT,0.100000,0.050000,2000,2.000000
B1521,32.882389,35.648590,20.420000,1022,EXIT,0.100000,0.050000,2000,2.000000
B1522,36.162781,36.141764,20.500000,1026,EXIT,0.100000,0.050000,2000,2.000000
B1523,34.186201,35.836585,20.480000,1025,EXIT,0.100000,0.050000,2000,2.000000
B1524,31.023675,35.348299,20.420000,1022,EXIT,0.100000,0.050000,2000,2.000000
B1525,36.281326,36.142320,20.540000,1028,EXIT,0.100000,0.050000,2000,2.000000
B1526,32.406425,35.549409,20.500000,1026,EXIT,0.100000,0.050000,2000,2.000000
B1527,26.475454,34.641892,20.260000,1014,EXIT,0.100000,0.050000,2000,2.000000
B1528,35.688021,36.034906,20.580000,1030,EXIT,0.100000,0.050000,2000,2.000000
B1529,31.812328,35.447196,20.520000,1027,EXIT,0.100000,0.050000,2000,2.000000
B1530,37.072234,36.226586,20.720000,1037,EXIT,0.100000,0.050000,2000,2.000000
B1531,33.195762,35.644037,20.580000,1030,EXIT,0.100000,0.050000,2000,2.000000
B1532,29.873071,35.144710,20.500000,1026,EXIT,0.100000,0.050000,2000,2.000000
B1533,37.190924,36.226344,20.760000,1039,EXIT,0.100000,0.050000,2000,2.000000
B1534,34.579723,35.837466,20.640000,1033,EXIT,0.100000,0.050000,2000,2.000000
B1535,30.623357,35.248256,20.560000,1029,EXIT,0.100000,0.050000,2000,2.000000
B1536,36.676483,36.132644,20.700000,1036,EXIT,0.100000,0.050000,2000,2.000000
B1537,32.719348,35.548622,20.640000,1033,EXIT,0.100000,0.050000,2000,2.000000
B1538,36.874230,36.144773,20.740000,1038,EXIT,0.100000,0.050000,2000,2.000000
B1539,33.470443,35.646942,20.700000,1036,EXIT,0.100000,0.050000,2000,2.000000
B1540,29.354236,35.044915,20.580000,1030,EXIT,0.100000,0.050000,2000,2.000000
B1541,35.567737,35.938647,20.760000,1039,EXIT,0.100000,0.050000,2000,2.000000
B1542,32.084138,35.433735,20.700000,1036,EXIT,0.100000,0.050000,2000,2.000000
B1543,37.586598,36.213853,20.880000,1045,EXIT,0.100000,0.050000,2000,2.000000
B1544,34.973415,35.838517,20.780000,1040,EXIT,0.100000,0.050000,2000,2.000000
B1545,30.776486,35.235703,20.700000,1036,EXIT,0.100000,0.050000,2000,2.000000
B1546,37.230113,36.145999,20.860000,1044,EXIT,0.100000,0.050000,2000,2.000000
B1547,33.032421,35.548520,20.800000,1041,EXIT,0.100000,0.050000,2000,2.000000
B1548,37.903274,36.224582,21.000000,1051,EXIT,0.100000,0.050000,2000,2.000000
B1549,34.496991,35.744130,20.860000,1044,EXIT,0.100000,0.050000,2000,2.000000
B1550,37.467424,36.146720,20.920000,1047,EXIT,0.100000,0.050000,2000,2.000000
B1551,35.328220,35.847716,20.900000,1046,EXIT,0.100000,0.050000,2000,2.000000
B1552,31.762878,35.349377,20.840000,1043,EXIT,0.100000,0.050000,2000,2.000000
B1553,37.586097,36.147052,20.960000,1049,EXIT,0.100000,0.050000,2000,2.000000
B1554,34.654088,35.740945,20.940000,1048,EXIT,0.100000,0.050000,2000,2.000000
B1555,28.869313,34.939709,20.760000,1039,EXIT,0.100000,0.050000,2000,2.000000
B1556,36.991468,36.049461,21.000000,1051,EXIT,0.100000,0.050000,2000,2.000000
B1557,33.345648,35.549062,20.940000,1048,EXIT,0.100000,0.050000,2000,2.000000
B1558,38.378367,36.223131,21.160000,1059,EXIT,0.100000,0.050000,2000,2.000000
B1559,33.384345,35.543903,20.980000,1050,EXIT,0.100000,0.050000,2000,2.000000
B1560,30.451348,35.144992,20.900000,1046,EXIT,0.100000,0.050000,2000,2.000000
B1561,35.722252,35.848751,21.060000,1054,EXIT,0.100000,0.050000,2000,2.000000
B1562,28.269631,34.844334,20.780000,1040,EXIT,0.100000,0.050000,2000,2.000000
B1563,37.267938,36.042300,21.120000,1057,EXIT,0.100000,0.050000,2000,2.000000
B1564,35.047650,35.745782,21.080000,1055,EXIT,0.100000,0.050000,2000,2.000000
B1565,38.179625,36.148442,21.160000,1059,EXIT,0.100000,0.050000,2000,2.000000
B1566,35.086590,35.739126,21.120000,1057,EXIT,0.100000,0.050000,2000,2.000000
B1567,31.359088,35.245847,21.040000,1053,EXIT,0.100000,0.050000,2000,2.000000
B1568,38.774288,36.211076,21.280000,1065,EXIT,0.100000,0.050000,2000,2.000000
B1569,33.697748,35.545387,21.140000,1058,EXIT,0.100000,0.050000,2000,2.000000
B1570,37.623780,36.045795,21.240000,1063,EXIT,0.100000,0.050000,2000,2.000000
B1571,30.721800,35.148979,21.080000,1055,EXIT,0.100000,0.050000,2000,2.000000
B1572,36.155518,35.842597,21.260000,1064,EXIT,0.100000,0.050000,2000,2.000000
B1573,33.061061,35.444181,21.200000,1061,EXIT,0.100000,0.050000,2000,2.000000
B1574,29.173153,34.943607,21.000000,1051,EXIT,0.100000,0.050000,2000,2.000000
B1575,38.575282,36.139123,21.320000,1067,EXIT,0.100000,0.050000,2000,2.000000
B1576,36.273935,35.845525,21.300000,1066,EXIT,0.100000,0.050000,2000,2.000000
B1577,39.328998,36.219639,21.480000,1075,EXIT,0.100000,0.050000,2000,2.000000
B1578,35.598684,35.748085,21.320000,1067,EXIT,0.100000,0.050000,2000,2.000000
B1579,39.447867,36.219152,21.520000,1077,EXIT,0.100000,0.050000,2000,2.000000
B1580,31.668654,35.244761,21.240000,1063,EXIT,0.100000,0.050000,2000,2.000000
B1581,39.487355,36.208801,21.520000,1077,EXIT,0.100000,0.050000,2000,2.000000
B1582,35.755982,35.745702,21.400000,1071,EXIT,0.100000,0.050000,2000,2.000000
B1583,39.685633,36.218147,21.600000,1081,EXIT,0.100000,0.050000,2000,2.000000
B1584,37.382978,35.934983,21.460000,1074,EXIT,0.100000,0.050000,2000,2.000000
B1585,32.618865,35.349126,21.360000,1069,EXIT,0.100000,0.050000,2000,2.000000
B1586,39.248640,36.149896,21.520000,1077,EXIT,0.100000,0.050000,2000,2.000000
B1587,34.325054,35.549979,21.440000,1073,EXIT,0.100000,0.050000,2000,2.000000
B1588,39.367470,36.149981,21.560000,1079,EXIT,0.100000,0.050000,2000,2.000000
B1589,35.158036,35.641785,21.500000,1076,EXIT,0.100000,0.050000,2000,2.000000
B1590,38.612539,36.045532,21.580000,1080,EXIT,0.100000,0.050000,2000,2.000000
B1591,31.066336,35.142862,21.380000,1070,EXIT,0.100000,0.050000,2000,2.000000
B1592,38.731277,36.046535,21.620000,1082,EXIT,0.100000,0.050000,2000,2.000000
B1593,36.189069,35.745234,21.580000,1080,EXIT,0.100000,0.050000,2000,2.000000
B1594,27.768008,34.747173,20.980000,1050,EXIT,0.100000,0.050000,2000,2.000000
B1595,37.976031,35.944884,21.640000,1083,EXIT,0.100000,0.050000,2000,2.000000
B1596,29.474447,34.946550,21.280000,1065,EXIT,0.100000,0.050000,2000,2.000000
B1597,38.094682,35.946777,21.680000,1085,EXIT,0.100000,0.050000,2000,2.000000
B1598,32.055421,35.244123,21.520000,1077,EXIT,0.100000,0.050000,2000,2.000000
B1599,39.087557,36.049417,21.740000,1088,EXIT,0.100000,0.050000,2000,2.000000
B1600,35.590715,35.646317,21.680000,1085,EXIT,0.100000,0.050000,2000,2.000000
B1601,38.252541,35.941401,21.760000,1089,EXIT,0.100000,0.050000,2000,2.000000
B1602,40.756003,36.213147,21.960000,1099,EXIT,0.100000,0.050000,2000,2.000000
B1603,37.496803,35.844345,21.780000,1090,EXIT,0.100000,0.050000,2000,2.000000
B1604,33.124706,35.349611,21.680000,1085,EXIT,0.100000,0.050000,2000,2.000000
B1605,39.284937,36.034286,21.860000,1094,EXIT,0.100000,0.050000,2000,2.000000
B1606,33.163288,35.347980,21.700000,1086,EXIT,0.100000,0.050000,2000,2.000000
B1607,40.357867,36.141287,21.900000,1096,EXIT,0.100000,0.050000,2000,2.000000
B1608,36.779871,35.743864,21.840000,1093,EXIT,0.100000,0.050000,2000,2.000000
B1609,41.112943,36.211323,22.080000,1105,EXIT,0.100000,0.050000,2000,2.000000
B1610,36.898386,35.747530,21.880000,1095,EXIT,0.100000,0.050000,2000,2.000000
B1611,39.720894,36.045957,21.960000,1099,EXIT,0.100000,0.050000,2000,2.000000
B1612,34.233411,35.447681,21.840000,1093,EXIT,0.100000,0.050000,2000,2.000000
